"folio","fpago","almacen","fechatt","cliente","importe","serie","hora","agente","sucursal","id"
"604,868","C","08","2023-01-02","MOSTRADOR","9","TT2","17:10:54","423","RP","278851"
"574,869","C","17","2023-01-03","MOSTRADOR","32","TMS","13:13:45","693","MISAN","278852"
"26,550","C","24","2023-01-03","MOSTRADOR","50","TZM","13:16:08","503","TMZ","278853"
"567,045","C","05","2023-01-02","MOSTRADOR","49","TT1","17:35:28","640","TZ","278854"
"8,149","C","14","2023-01-02","MOSTRADOR","135","TT4","17:08:24","377","TEZIU","278855"
"13,923","K","28","2023-01-02","SAUL PORFIRIO RETURETA AGUILAR","335","3CZ","17:08:18","625","COAT","278856"
"288,950","C","21","2023-01-02","MOSTRADOR","57","TTX","17:08:47","219","TX","278857"
"288,951","W","21","2023-01-02","MOSTRADOR","213","TTX","17:09:38","397","TX","278858"
"164,658","C","27","2023-01-02","MOSTRADOR","274","TT3","17:32:26","767","HIDAL","278859"
"491,319","C","19","2023-01-02","MOSTRADOR","4","TID","17:09:12","511","INDE","278860"
"196,414","C","07","2023-01-03","MOSTRADOR","17","TAV","13:13:49","589","AC","278861"
"491,317","C","19","2023-01-02","MOSTRADOR","9","TID","17:08:05","511","INDE","278862"
"12,070","C","17","2023-01-02","GRUPO PARISINA","78","3MS","17:15:58","161","MISAN","278863"
"196,373","C","07","2023-01-02","MOSTRADOR","47","TAV","17:12:46","753","AC","278864"
"164,658","C","27","2023-01-02","MOSTRADOR","144","TT3","17:08:40","779","HIDAL","278865"
"567,032","C","05","2023-01-02","MOSTRADOR","19","TT1","17:08:56","211","TZ","278866"
"32,171","C","12","2023-01-02","MOSTRADOR","26","TXA","18:21:00","55","XALAP","278867"
"201,622","C","29","2023-01-03","MOSTRADOR","80","TGZ","13:19:37","520","GZAMO","278868"
"605,062","C","08","2023-01-03","MOSTRADOR","40","TT2","13:14:36","423","RP","278869"
"574,870","C","17","2023-01-03","MOSTRADOR","20","TMS","13:14:28","693","MISAN","278870"
"491,318","C","19","2023-01-02","MOSTRADOR","57","TID","17:09:01","511","INDE","278871"
"160,110","C","28","2023-01-02","MOSTRADOR","7","TCZ","17:09:05","625","COAT","278872"
"100,116","C","31","2023-01-03","MOSTRADOR","756","TR2","13:32:14","727","VEPR2","278873"
"164,660","C","27","2023-01-02","MOSTRADOR","39","TT3","17:09:12","778","HIDAL","278874"
"8,204","C","14","2023-01-03","MOSTRADOR","15","TT4","13:26:47","766","TEZIU","278875"
"605,064","C","08","2023-01-03","MOSTRADOR","153","TT2","13:16:06","769","RP","278876"
"567,034","C","05","2023-01-02","MOSTRADOR","77","TT1","17:11:43","211","TZ","278877"
"491,322","C","19","2023-01-02","MOSTRADOR","61","TID","17:10:30","511","INDE","278878"
"574,754","C","17","2023-01-02","MOSTRADOR","537","TMS","17:14:24","689","MISAN","278879"
"604,869","C","08","2023-01-02","MOSTRADOR","12","TT2","17:17:09","3","RP","278880"
"394,747","C","06","2023-01-02","MOSTRADOR","51","TTP","17:10:29","308","TL","278881"
"491,321","C","19","2023-01-02","MOSTRADOR","60","TID","17:10:10","579","INDE","278882"
"343,388","C","04","2023-01-02","MOSTRADOR","386","TPL","17:16:17","782","PVERD","278883"
"201,621","C","29","2023-01-03","MOSTRADOR","49","TGZ","13:16:59","783","GZAMO","278884"
"337,636","C","25","2023-01-03","MOSTRADOR","175","TPA","13:33:01","156","PAPAN","278885"
"605,063","C","08","2023-01-03","MOSTRADOR","36","TT2","13:15:51","423","RP","278886"
"26,549","C","24","2023-01-03","MOSTRADOR","84","TZM","13:16:03","710","TMZ","278887"
"16,207","C","06","2023-01-02","CAROLINA DEL PILAR VAZQUEZ TOVAR","2","3TP","17:15:10","773","TL","278888"
"62,899","C","08","2023-01-02",,"0","TAS","17:11:03","47","RP","278889"
"8,150","C","14","2023-01-02","MOSTRADOR","27","TT4","17:19:17","784","TEZIU","278890"
"160,111","C","28","2023-01-02","MOSTRADOR","1","TCZ","19:01:42","322","COAT","278891"
"26,551","C","24","2023-01-03","MOSTRADOR","117","TZM","13:16:49","638","TMZ","278892"
"491,323","C","19","2023-01-02","MOSTRADOR","44","TID","17:11:20","579","INDE","278893"
"567,033","C","05","2023-01-02","MOSTRADOR","19","TT1","17:11:11","519","TZ","278894"
"62,899","C","34","2023-01-02",,"0","TAS","17:11:03","47","RP","278895"
"201,623","C","29","2023-01-03","MOSTRADOR","38","TGZ","13:23:43","771","GZAMO","278896"
"164,661","C","27","2023-01-02","MOSTRADOR","5","TT3","18:14:31","788","HIDAL","278897"
"605,065","C","08","2023-01-03","MOSTRADOR","19","TT2","13:16:27","423","RP","278898"
"32,164","C","12","2023-01-02","MOSTRADOR","49","TXA","17:27:02","55","XALAP","278899"
"343,387","C","04","2023-01-02","MOSTRADOR","90","TPL","17:14:01","94","PVERD","278900"
"337,633","C","25","2023-01-03","MOSTRADOR","235","TPA","13:16:33","456","PAPAN","278901"
"567,213","C","05","2023-01-03","MOSTRADOR","8","TT1","13:27:19","640","TZ","278902"
"534,257","C","03","2023-01-02","MOSTRADOR","130","TME","17:12:07","743","ME","278903"
"160,111","C","28","2023-01-02","MOSTRADOR","13","TCZ","17:28:59","625","COAT","278904"
"164,661","K","27","2023-01-02","MOSTRADOR","176","TT3","17:15:30","767","HIDAL","278905"
"605,066","C","08","2023-01-03","MOSTRADOR","51","TT2","13:12:44","372","RP","278906"
"491,324","C","19","2023-01-02","MOSTRADOR","69","TID","17:12:24","579","INDE","278907"
"68,117","K","35","2023-01-02","MOSTRADOR","248","TPP","17:21:24","758","PAPA2","278908"
"534,259","C","03","2023-01-02","MOSTRADOR","55","TME","17:13:16","743","ME","278909"
"567,218","K","05","2023-01-03","MOSTRADOR","1","TT1","14:03:51","3","TZ","278910"
"337,486","K","25","2023-01-02","MOSTRADOR","101","TPA","17:23:54","508","PAPAN","278911"
"567,035","C","05","2023-01-02","MOSTRADOR","105","TT1","17:12:40","640","TZ","278912"
"567,037","C","05","2023-01-02","MOSTRADOR","25","TT1","17:16:32","211","TZ","278913"
"604,872","C","08","2023-01-02","MOSTRADOR","99","TT2","17:18:36","3","RP","278914"
"491,325","C","19","2023-01-02","MOSTRADOR","96","TID","17:13:55","579","INDE","278915"
"62,900","C","17","2023-01-02",,"0","TAS","17:13:54","67","MISAN","278916"
"491,327","C","19","2023-01-02","MOSTRADOR","72","TID","17:16:27","579","INDE","278917"
"164,733","C","27","2023-01-03","MOSTRADOR","61","TT3","13:17:33","779","HIDAL","278918"
"605,067","C","08","2023-01-03","MOSTRADOR","65","TT2","13:17:18","372","RP","278919"
"288,955","K","21","2023-01-02","MOSTRADOR","154","TTX","17:23:17","96","TX","278920"
"491,326","C","19","2023-01-02","MOSTRADOR","126","TID","17:15:09","511","INDE","278921"
"394,751","C","06","2023-01-02","MOSTRADOR","1","TTP","17:26:52","774","TL","278922"
"534,260","C","03","2023-01-02","MOSTRADOR","17","TME","17:16:16","743","ME","278923"
"289,040","C","21","2023-01-03","MOSTRADOR","246","TTX","13:18:26","725","TX","278924"
"491,452","C","19","2023-01-03","MOSTRADOR","53","TID","13:12:26","579","INDE","278925"
"196,416","C","07","2023-01-03","MOSTRADOR","60","TAV","13:18:05","753","AC","278926"
"574,872","C","17","2023-01-03","MOSTRADOR","37","TMS","13:18:01","693","MISAN","278927"
"491,452","C","19","2023-01-03","MOSTRADOR","154","TID","13:23:53","579","INDE","278928"
"394,748","C","06","2023-01-02","MOSTRADOR","26","TTP","17:15:25","18","TL","278929"
"605,068","C","08","2023-01-03","MOSTRADOR","51","TT2","13:18:00","423","RP","278930"
"343,390","C","04","2023-01-02","MOSTRADOR","96","TPL","17:19:13","538","PVERD","278931"
"567,036","C","05","2023-01-02","MOSTRADOR","124","TT1","17:16:10","640","TZ","278932"
"13,924","K","28","2023-01-02","GERARDO ECHEVERRIA CARMONA","227","3CZ","17:24:08","322","COAT","278933"
"26,929","K","21","2023-01-03","PROXYLO","1","3TX","13:23:36","96","TX","278934"
"604,873","C","08","2023-01-02","MOSTRADOR","99","TT2","17:18:43","769","RP","278935"
"196,375","C","07","2023-01-02","MOSTRADOR","1","TAV","17:38:18","753","AC","278936"
"343,389","C","04","2023-01-02","MOSTRADOR","113","TPL","17:17:19","538","PVERD","278937"
"17,260","C","29","2023-01-02","UNIVERSIDAD TECNOLOGICA DE GUTIERREZ ZAMORA,VER","170","3GZ","17:21:15","520","GZAMO","278938"
"33,979","C","25","2023-01-02","FLORENTINO SANTES GARCIA","627","3PA","17:32:05","777","PAPAN","278939"
"337,485","C","25","2023-01-02","MOSTRADOR","52","TPA","17:23:53","156","PAPAN","278940"
"196,417","C","07","2023-01-03","MOSTRADOR","60","TAV","13:21:26","753","AC","278941"
"250,193","C","20","2023-01-03","MOSTRADOR","170","TPZ","13:21:02","676","PR","278942"
"26,554","C","24","2023-01-03","MOSTRADOR","259","TZM","13:23:46","710","TMZ","278943"
"164,662","C","27","2023-01-02","MOSTRADOR","34","TT3","17:17:26","767","HIDAL","278944"
"574,873","C","17","2023-01-03","MOSTRADOR","40","TMS","13:19:13","161","MISAN","278945"
"534,261","C","03","2023-01-02","MOSTRADOR","128","TME","17:17:10","719","ME","278946"
"343,391","C","04","2023-01-02","MOSTRADOR","200","TPL","17:21:15","782","PVERD","278947"
"62,901","C","37","2023-01-02","SUCURSAL TEZIUTLAN 1","1","TAS","17:18:12","5","CEDIS","278948"
"491,328","C","19","2023-01-02","MOSTRADOR","64","TID","17:18:53","579","INDE","278949"
"567,038","C","05","2023-01-02","MOSTRADOR","145","TT1","17:18:25","211","TZ","278950"
"574,755","C","17","2023-01-02","MOSTRADOR","77","TMS","17:17:05","161","MISAN","278951"
"26,552","C","24","2023-01-03","MOSTRADOR","703","TZM","13:19:42","638","TMZ","278952"
"250,158","C","20","2023-01-02","MOSTRADOR","41","TPZ","17:24:40","676","PR","278953"
"288,961","C","21","2023-01-02","MOSTRADOR","35","TTX","17:55:05","219","TX","278954"
"164,734","C","27","2023-01-03","MOSTRADOR","106","TT3","13:20:00","779","HIDAL","278955"
"491,329","C","19","2023-01-02","MOSTRADOR","131","TID","17:20:53","579","INDE","278956"
"574,756","C","17","2023-01-02","MOSTRADOR","508","TMS","17:17:27","161","MISAN","278957"
"26,415","C","24","2023-01-02","MOSTRADOR","411","TZM","17:23:04","764","TMZ","278958"
"289,041","K","21","2023-01-03","MOSTRADOR","197","TTX","13:20:02","716","TX","278959"
"26,553","C","24","2023-01-03","MOSTRADOR","142","TZM","13:21:49","288","TMZ","278960"
"604,870","C","08","2023-01-02","MOSTRADOR","106","TT2","17:17:37","372","RP","278961"
"26,419","C","24","2023-01-02","MOSTRADOR","146","TZM","17:40:58","638","TMZ","278962"
"164,663","C","27","2023-01-02","MOSTRADOR","58","TT3","17:17:57","779","HIDAL","278963"
"288,953","C","21","2023-01-02","MOSTRADOR","25","TTX","17:17:57","397","TX","278964"
"604,871","C","08","2023-01-02","MOSTRADOR","18","TT2","17:18:06","423","RP","278965"
"491,332","C","19","2023-01-02","MOSTRADOR","108","TID","17:24:54","579","INDE","278966"
"567,039","C","05","2023-01-02","MOSTRADOR","231","TT1","17:18:47","519","TZ","278967"
"394,846","C","06","2023-01-03","MOSTRADOR","101","TTP","13:20:22","774","TL","278968"
"164,735","C","27","2023-01-03","MOSTRADOR","149","TT3","13:20:26","778","HIDAL","278969"
"47,786","K","30","2023-01-03","MOSTRADOR","68","TVZ","13:27:24","691","VERAC","278970"
"25,309","C","31","2023-01-03","SERVICIOS & SUMINISTROS BLESS","18","3R2","13:20:33","727","VEPR2","278971"
"534,262","C","03","2023-01-02","MOSTRADOR","34","TME","17:19:58","719","ME","278972"
"62,901","Z","05","2023-01-02",,"1","TAS","17:18:11","5","CEDIS","278973"
"394,750","C","06","2023-01-02","MOSTRADOR","34","TTP","17:23:49","337","TL","278974"
"164,737","C","27","2023-01-03","MOSTRADOR","384","TT3","13:39:53","767","HIDAL","278975"
"8,151","C","14","2023-01-02","MOSTRADOR","215","TT4","17:22:43","377","TEZIU","278976"
"337,634","C","25","2023-01-03","MOSTRADOR","19","TPA","13:20:38","456","PAPAN","278977"
"288,954","C","21","2023-01-02","MOSTRADOR","23","TTX","17:20:50","397","TX","278978"
"20,423","R","05","2023-01-02","RAUL GARCIA BONILLA","11","3T1","17:22:30","45","TZ","278979"
"567,040","C","05","2023-01-02","MOSTRADOR","76","TT1","17:19:27","211","TZ","278980"
"164,664","C","27","2023-01-02","MOSTRADOR","386","TT3","17:25:36","767","HIDAL","278981"
"394,749","C","06","2023-01-02","MOSTRADOR","15","TTP","17:20:04","18","TL","278982"
"8,154","C","14","2023-01-02","MOSTRADOR","43","TT4","17:52:45","784","TEZIU","278983"
"604,874","C","08","2023-01-02","MOSTRADOR","153","TT2","17:20:59","423","RP","278984"
"567,041","C","05","2023-01-02","MOSTRADOR","28","TT1","17:19:53","211","TZ","278985"
"412,751","C","36","2023-01-02","MOSTRADOR","2","TAF","17:20:16","729","ALFIN","278986"
"160,183","C","28","2023-01-03","MOSTRADOR","72","TCZ","13:22:59","507","COAT","278987"
"337,635","C","25","2023-01-03","MOSTRADOR","331","TPA","13:21:03","456","PAPAN","278988"
"574,876","C","17","2023-01-03","MOSTRADOR","30","TMS","13:36:11","161","MISAN","278989"
"196,418","C","07","2023-01-03","MOSTRADOR","32","TAV","13:33:07","753","AC","278990"
"604,878","C","08","2023-01-02","MOSTRADOR","342","TT2","17:32:32","769","RP","278991"
"394,847","C","06","2023-01-03","MOSTRADOR","389","TTP","13:29:56","773","TL","278992"
"68,118","C","35","2023-01-02","MOSTRADOR","119","TPP","17:23:24","759","PAPA2","278993"
"567,042","C","05","2023-01-02","MOSTRADOR","4","TT1","17:20:34","211","TZ","278994"
"574,757","C","17","2023-01-02","MOSTRADOR","61","TMS","17:21:51","689","MISAN","278995"
"534,263","C","03","2023-01-02","MOSTRADOR","71","TME","17:27:06","719","ME","278996"
"491,330","C","19","2023-01-02","MOSTRADOR","95","TID","17:21:05","579","INDE","278997"
"605,069","C","08","2023-01-03","MOSTRADOR","18","TT2","13:22:53","769","RP","278998"
"567,046","C","05","2023-01-02","MOSTRADOR","303","TT1","17:36:13","211","TZ","278999"
"201,626","C","29","2023-01-03","MOSTRADOR","432","TGZ","13:32:18","520","GZAMO","279000"
"534,411","C","03","2023-01-03","MOSTRADOR","304","TME","13:18:49","14","ME","279001"
"8,203","C","14","2023-01-03","MOSTRADOR","32","TT4","13:23:40","377","TEZIU","279002"
"343,486","C","04","2023-01-03","MOSTRADOR","74","TPL","13:28:48","538","PVERD","279003"
"534,264","C","03","2023-01-02","MOSTRADOR","18","TME","17:27:53","743","ME","279004"
"196,374","C","07","2023-01-02","MOSTRADOR","253","TAV","17:25:17","753","AC","279005"
"289,042","C","21","2023-01-03","MOSTRADOR","172","TTX","13:23:52","725","TX","279006"
"574,758","C","17","2023-01-02","MOSTRADOR","31","TMS","17:22:00","161","MISAN","279007"
"574,759","C","17","2023-01-02","MOSTRADOR","199","TMS","17:30:15","161","MISAN","279008"
"17,261","C","29","2023-01-02","MUNICIPIO DE TECOLUTLA","373","3GZ","17:40:30","520","GZAMO","279009"
"604,875","C","08","2023-01-02","MOSTRADOR","46","TT2","17:24:03","765","RP","279010"
"491,331","C","19","2023-01-02","MOSTRADOR","117","TID","17:24:07","579","INDE","279011"
"343,392","C","04","2023-01-02","MOSTRADOR","603","TPL","17:17:58","94","PVERD","279012"
"26,416","T","24","2023-01-02","MOSTRADOR","135","TZM","17:23:30","16","TMZ","279013"
"343,392","C","04","2023-01-02","MOSTRADOR","3","TPL","17:22:57","10","PVERD","279014"
"491,336","C","19","2023-01-02","MOSTRADOR","28","TID","17:37:56","579","INDE","279015"
"343,394","C","04","2023-01-02","MOSTRADOR","62","TPL","17:24:51","782","PVERD","279016"
"343,393","C","04","2023-01-02","MOSTRADOR","1","TPL","17:23:45","94","PVERD","279017"
"20,424","R","05","2023-01-02","RAUL GARCIA BONILLA","25","3T1","17:24:49","45","TZ","279018"
"534,411","C","03","2023-01-03","MOSTRADOR","324","TME","13:24:11","14","ME","279019"
"201,624","C","29","2023-01-03","MOSTRADOR","253","TGZ","13:25:02","574","GZAMO","279020"
"17,262","T","29","2023-01-02","FRONT ENGINEERING","648","3GZ","17:41:28","783","GZAMO","279021"
"16,215","K","06","2023-01-03","GUSTAVO PE","0","3TP","13:28:53","18","TL","279022"
"15,068","W","30","2023-01-02","KARLA GALAN VELA","1","3VZ","17:33:30","728","VERAC","279023"
"288,956","C","21","2023-01-02","MOSTRADOR","45","TTX","17:24:51","397","TX","279024"
"491,455","C","19","2023-01-03","MOSTRADOR","51","TID","13:29:46","579","INDE","279025"
"491,454","C","19","2023-01-03","MOSTRADOR","23","TID","13:29:12","511","INDE","279026"
"160,184","C","28","2023-01-03","MOSTRADOR","437","TCZ","13:26:33","507","COAT","279027"
"337,635","C","25","2023-01-03","MOSTRADOR","45","TPA","13:31:38","508","PAPAN","279028"
"32,226","K","12","2023-01-03","MOSTRADOR","667","TXA","13:34:15","698","XALAP","279029"
"100,115","C","31","2023-01-03","MOSTRADOR","559","TR2","13:26:45","684","VEPR2","279030"
"26,555","C","24","2023-01-03","MOSTRADOR","421","TZM","13:29:17","638","TMZ","279031"
"604,876","C","08","2023-01-02","MOSTRADOR","22","TT2","17:24:22","3","RP","279032"
"534,412","C","03","2023-01-03","MOSTRADOR","19","TME","13:20:18","719","ME","279033"
"164,736","C","27","2023-01-03","MOSTRADOR","162","TT3","13:33:47","779","HIDAL","279034"
"534,412","C","03","2023-01-03","MOSTRADOR","172","TME","13:32:40","719","ME","279035"
"337,489","C","25","2023-01-02","MOSTRADOR","0","TPA","17:27:41","508","PAPAN","279036"
"412,814","C","36","2023-01-03","MOSTRADOR","75","TAF","13:30:48","700","ALFIN","279037"
"394,851","C","06","2023-01-03","MOSTRADOR","4","TTP","13:39:56","774","TL","279038"
"250,159","C","20","2023-01-02","MOSTRADOR","102","TPZ","17:27:48","714","PR","279039"
"604,877","C","08","2023-01-02","MOSTRADOR","130","TT2","17:30:57","423","RP","279040"
"337,637","K","25","2023-01-03","MOSTRADOR","2","TPA","13:40:16","456","PAPAN","279041"
"491,333","C","19","2023-01-02","MOSTRADOR","41","TID","17:27:52","218","INDE","279042"
"534,413","C","03","2023-01-03","MOSTRADOR","762","TME","13:33:34","14","ME","279043"
"68,119","C","35","2023-01-02","MOSTRADOR","55","TPP","17:41:20","758","PAPA2","279044"
"201,627","C","29","2023-01-03","MOSTRADOR","1","TGZ","13:39:01","574","GZAMO","279045"
"343,485","C","04","2023-01-03","MOSTRADOR","34","TPL","13:28:00","782","PVERD","279046"
"574,761","C","17","2023-01-02","MOSTRADOR","255","TMS","17:32:29","67","MISAN","279047"
"164,736","T","27","2023-01-03","MOSTRADOR","0","TT3","13:29:28","779","HIDAL","279048"
"32,225","K","12","2023-01-03","MOSTRADOR","146","TXA","13:33:45","55","XALAP","279049"
"68,123","C","35","2023-01-02","MOSTRADOR","19","TPP","17:52:06","759","PAPA2","279050"
"412,752","C","36","2023-01-02","MOSTRADOR","30","TAF","17:25:21","169","ALFIN","279051"
"604,891","C","08","2023-01-02","MOSTRADOR","3","TT2","17:57:26","765","RP","279052"
"26,421","C","24","2023-01-02","MOSTRADOR","186","TZM","17:42:00","764","TMZ","279053"
"26,417","C","24","2023-01-02","MOSTRADOR","65","TZM","17:23:58","764","TMZ","279054"
"8,205","C","14","2023-01-03","MOSTRADOR","30","TT4","13:34:11","377","TEZIU","279055"
"343,395","C","04","2023-01-02","MOSTRADOR","55","TPL","17:25:52","10","PVERD","279056"
"288,957","C","21","2023-01-02","MOSTRADOR","61","TTX","17:26:42","219","TX","279057"
"343,396","C","04","2023-01-02","MOSTRADOR","7","TPL","17:26:13","10","PVERD","279058"
"288,958","C","21","2023-01-02","MOSTRADOR","393","TTX","17:37:58","397","TX","279059"
"250,164","C","20","2023-01-02","MOSTRADOR","119","TPZ","18:30:56","676","PR","279060"
"337,487","C","25","2023-01-02","MOSTRADOR","0","TPA","17:27:15","156","PAPAN","279061"
"337,488","K","25","2023-01-02","MOSTRADOR","105","TPA","17:27:35","156","PAPAN","279062"
"32,167","C","12","2023-01-02","MOSTRADOR","13","TXA","18:05:41","55","XALAP","279063"
"8,153","K","14","2023-01-02","MOSTRADOR","193","TT4","17:50:45","766","TEZIU","279064"
"201,539","C","29","2023-01-02","MOSTRADOR","288","TGZ","18:15:58","783","GZAMO","279065"
"343,397","C","04","2023-01-02","MOSTRADOR","18","TPL","17:30:46","94","PVERD","279066"
"26,556","C","24","2023-01-03","MOSTRADOR","0","TZM","13:32:32","764","TMZ","279067"
"534,265","C","03","2023-01-02","MOSTRADOR","58","TME","17:28:24","719","ME","279068"
"534,265","C","03","2023-01-02","MOSTRADOR","4","TME","17:32:28","742","ME","279069"
"160,113","C","28","2023-01-02","MOSTRADOR","146","TCZ","17:38:50","322","COAT","279070"
"201,625","C","29","2023-01-03","MOSTRADOR","60","TGZ","13:30:28","783","GZAMO","279071"
